,total_sqft,bath,balcony,price,location_encode,size_encode
11079,8321.0,5.0,2.0,2912.0,2,591
11080,1604.0,3.0,0.0,68.0,74,4309
11081,2732.0,4.0,3.0,204.0,33,591
11082,1015.0,2.0,2.0,25.88,100,5199
11083,1200.0,2.0,2.0,42.0,75,4309
11084,1010.0,2.0,2.0,38.0,30,5199
11085,1250.0,3.0,0.0,170.0,63,329
11086,1010.0,2.0,1.0,41.0,14,5199
11087,1050.0,2.0,2.0,33.1,213,5199
11088,1710.0,3.0,2.0,85.0,79,4309
11089,1248.52,3.0,2.0,115.0,50,4309
11090,410.0,1.0,1.0,10.0,42,538
11091,1656.0,2.0,1.0,62.93,152,4309
11092,1451.0,3.0,1.0,68.0,10,4309
11093,1200.0,3.0,0.0,175.0,14,30
11094,1250.0,2.0,2.0,93.0,72,5199
11095,4395.0,3.0,3.0,240.0,6,547
11096,4600.0,6.0,2.0,650.0,177,591
11097,1340.0,2.0,3.0,42.0,22,4309
11098,1100.0,2.0,2.0,38.5,6,5199
11099,6000.0,6.0,0.0,700.0,540,591
11100,1700.0,3.0,1.0,71.0,14,4309
11101,1200.0,5.0,0.0,150.0,213,191
11102,1096.0,2.0,1.0,43.0,91,5199
11103,1160.0,2.0,1.0,33.5,132,5199
11104,1936.0,3.0,2.0,139.0,8,4309
11105,1269.0,2.0,2.0,63.0,11,4309
11106,3500.0,3.0,1.0,630.0,1,4309
11107,1586.0,3.0,1.0,125.0,51,4309
11108,1376.0,2.0,1.0,124.0,107,5199
11109,1452.0,3.0,3.0,56.5,273,4309
11110,1538.0,3.0,1.0,107.0,72,4309
11111,1427.0,2.0,1.0,130.0,47,4309
11112,935.0,2.0,0.0,40.0,2,5199
11113,1220.0,2.0,3.0,65.0,7,5199
11114,1197.0,2.0,1.0,77.0,79,5199
11115,674.0,1.0,1.0,19.9,70,5199
11116,410.0,1.0,1.0,15.0,73,538
11117,1573.0,3.0,1.0,90.0,234,4309
11118,1135.0,2.0,2.0,58.0,29,5199
11119,1400.0,2.0,1.0,40.43,8,4309
11120,1200.0,1.0,0.0,65.0,3,538
11121,1800.0,3.0,0.0,95.0,8,547
11122,2045.0,3.0,2.0,108.0,5,4309
11123,1268.0,2.0,1.0,56.0,22,5199
11124,883.0,2.0,1.0,39.0,24,5199
11125,1600.0,3.0,3.0,100.0,213,4309
11126,1056.0,2.0,2.0,70.0,234,5199
11127,1200.0,11.0,0.0,105.0,54,12
11128,4500.0,4.0,0.0,330.0,540,826
11129,1204.0,2.0,2.0,58.0,91,5199
11130,1410.0,2.0,1.0,54.0,7,4309
11131,1460.0,2.0,1.0,80.3,152,5199
11132,1100.0,2.0,1.0,41.18,29,5199
11133,1310.0,2.0,1.0,88.0,3,5199
11134,1600.0,3.0,2.0,90.0,16,4309
11135,1250.0,2.0,2.0,55.0,3,5199
11136,1665.0,3.0,2.0,74.93,399,4309
11137,1345.0,2.0,1.0,57.0,186,4309
11138,2000.0,5.0,2.0,240.0,5,297
11139,1416.0,2.0,2.0,67.0,27,5199
11140,1145.0,2.0,2.0,46.0,53,5199
11141,7200.0,10.0,3.0,200.0,24,12
11142,1231.0,3.0,2.0,58.0,54,4309
11143,1664.0,3.0,0.0,73.95,213,4309
11144,2000.0,3.0,1.0,76.0,60,547
11145,972.0,2.0,2.0,43.0,13,5199
11146,4500.0,4.0,3.0,345.0,3,591
11147,1185.0,2.0,1.0,47.39,96,5199
11148,1750.0,3.0,2.0,81.0,39,4309
11149,3155.0,4.0,0.0,316.0,8,4309
11150,1007.0,2.0,1.0,68.0,45,5199
11151,1700.0,3.0,2.0,200.0,107,4309
11152,1250.0,2.0,2.0,85.0,540,5199
11153,1200.0,2.0,1.0,54.0,3,5199
11154,994.0,2.0,1.0,42.28,42,5199
11155,1150.0,2.0,2.0,40.0,73,5199
11156,1220.0,2.0,2.0,46.0,234,5199
11157,1441.0,2.0,1.0,115.0,7,5199
11158,1157.0,2.0,2.0,47.32,71,5199
11159,1300.0,6.0,3.0,150.0,3,30
11160,1400.0,2.0,2.0,105.0,62,5199
11161,1370.07,3.0,1.0,65.0,11,4309
11162,1200.0,4.0,1.0,130.0,25,297
11163,900.0,2.0,1.0,40.0,16,5199
11164,418.0,1.0,1.0,17.0,3,538
11165,1200.0,3.0,1.0,80.0,5,547
11166,1200.0,2.0,3.0,43.0,13,5199
11167,1062.0,2.0,1.0,42.48,40,5199
11168,1120.0,2.0,1.0,51.0,273,5199
11169,1012.0,2.0,1.0,44.0,152,5199
11170,1500.0,2.0,1.0,200.0,2,547
11171,950.0,4.0,0.0,180.0,13,826
11172,675.0,2.0,2.0,13.5,5,5199
11173,1430.0,2.0,2.0,78.0,273,5199
11174,1195.0,2.0,1.0,56.0,38,4309
11175,2640.0,5.0,1.0,150.0,71,4309
11176,1075.0,2.0,1.0,42.0,51,4309
11177,1550.0,3.0,0.0,75.99,152,4309
11178,782.0,4.0,2.0,85.0,17,191
11179,1011.0,2.0,1.0,59.0,22,5199
11180,1450.0,2.0,1.0,102.0,149,4309
11181,1129.0,2.0,1.0,69.0,399,5199
11182,1126.0,2.0,1.0,36.0,17,5199
11183,1200.0,3.0,0.0,110.0,42,547
11184,1180.0,2.0,2.0,45.0,399,4309
11185,600.0,4.0,2.0,125.0,8,547
11186,940.0,4.0,2.0,45.0,18,826
11187,1933.0,3.0,2.0,140.0,152,4309
11188,1082.0,2.0,2.0,64.0,60,5199
11189,2400.0,8.0,1.0,250.0,11,84
11190,610.0,1.0,0.0,28.0,2,538
11191,1560.0,4.0,1.0,160.0,171,826
11192,1300.0,3.0,3.0,77.99,22,4309
11193,3850.0,6.0,0.0,205.0,39,826
11194,1125.0,2.0,1.0,46.0,43,5199
11195,2400.0,7.0,2.0,107.0,6,191
11196,777.4,2.0,0.0,25.0,40,5199
11197,2500.0,3.0,1.0,65.0,24,591
11198,1798.0,3.0,0.0,150.0,33,4309
11199,1864.0,3.0,2.0,120.0,8,4309
11200,1115.0,2.0,1.0,51.91,540,5199
11201,400.0,1.0,1.0,25.0,73,538
11202,1200.0,2.0,1.0,70.0,107,5199
11203,992.0,2.0,2.0,24.8,30,5199
11204,950.0,2.0,3.0,57.0,5,5199
11205,1500.0,4.0,3.0,185.0,36,826
11206,1200.0,2.0,1.0,62.0,96,5199
11207,1735.0,3.0,2.0,70.0,12,4309
11208,1750.0,3.0,3.0,172.0,29,4309
11209,1009.0,2.0,2.0,56.0,53,5199
11210,1470.0,2.0,3.0,102.0,52,4309
11211,1527.0,3.0,2.0,115.0,152,4309
11212,985.0,2.0,1.0,45.0,7,5199
11213,3300.0,4.0,2.0,135.0,100,826
11214,1277.0,2.0,1.0,77.0,540,5199
11215,1100.0,2.0,1.0,62.0,8,5199
11216,1820.0,3.0,2.0,140.0,540,4309
11217,1530.0,3.0,3.0,87.0,4,591
11218,1886.0,3.0,2.0,205.0,75,4309
11219,1200.0,2.0,0.0,190.0,9,547
11220,1880.0,4.0,2.0,110.0,71,4309
11221,1255.0,2.0,2.0,52.35,55,5199
11222,700.0,2.0,1.0,36.0,273,5199
11223,1140.0,2.0,2.0,46.0,28,5199
11224,1025.0,2.0,1.0,29.6,132,5199
11225,3453.0,4.0,2.0,247.0,540,826
11226,1490.0,2.0,2.0,59.6,186,4309
11227,1200.0,4.0,2.0,165.0,8,826
11228,1850.0,3.0,2.0,140.0,399,4309
11229,1250.0,2.0,1.0,78.0,17,5199
11230,2400.0,3.0,1.0,108.0,3,591
11231,3522.0,5.0,3.0,716.0,15,591
11232,1244.0,2.0,2.0,88.0,52,5199
11233,623.0,4.0,1.0,75.0,30,826
11234,1025.0,2.0,1.0,28.57,40,5199
11235,1034.0,2.0,1.0,38.0,399,5199
11236,1191.0,2.0,2.0,33.34,40,4309
11237,1719.0,3.0,2.0,71.0,80,4309
11238,1035.0,2.0,1.0,39.33,149,5199
11239,1500.0,3.0,2.0,230.0,24,826
11240,1470.0,2.0,2.0,84.22,72,4309
11241,1140.0,2.0,1.0,50.66,213,5199
11242,1752.12,3.0,2.0,125.0,79,4309
11243,600.0,6.0,2.0,80.0,10,191
11244,600.0,3.0,1.0,84.0,24,826
11245,2990.0,3.0,2.0,170.0,71,4309
11246,1660.0,3.0,2.0,85.0,152,4309
11247,1275.0,3.0,3.0,63.43,302,4309
11248,1365.0,3.0,1.0,52.81,26,4309
11249,1200.0,2.0,0.0,90.0,1,547
11250,2546.0,3.0,0.0,170.0,273,4309
11251,1392.0,3.0,1.0,69.46,16,4309
11252,1245.0,2.0,1.0,59.76,540,5199
11253,1200.0,3.0,1.0,65.0,22,297
11254,1162.0,2.0,2.0,64.08,85,5199
11255,1476.0,2.0,1.0,73.0,27,4309
11256,700.0,1.0,1.0,21.5,91,538
11257,3600.0,6.0,1.0,170.0,2,191
11258,943.0,2.0,2.0,48.0,54,5199
11259,1150.0,2.0,1.0,170.0,19,329
11260,1113.0,2.0,1.0,44.5,399,5199
11261,1615.0,3.0,2.0,69.43,70,4309
11262,1279.0,2.0,3.0,100.0,7,5199
11263,1256.0,2.0,1.0,60.0,6,5199
11264,1805.0,3.0,2.0,280.0,15,4309
11265,1350.0,3.0,1.0,65.0,12,4309
11266,1525.0,3.0,2.0,68.63,2,4309
11267,1357.0,2.0,1.0,123.0,107,5199
11268,1645.0,3.0,2.0,117.0,177,4309
11269,1777.26,3.0,2.0,92.0,24,4309
11270,845.0,2.0,2.0,32.0,51,5199
11271,900.0,2.0,0.0,25.0,8,5199
11272,1210.0,2.0,1.0,64.15,70,5199
11273,829.0,2.0,1.0,22.8,132,5199
11274,1879.0,3.0,2.0,155.0,399,4309
11275,1250.0,2.0,2.0,50.0,47,4309
11276,1200.0,2.0,2.0,35.0,1,826
11277,1108.0,2.0,1.0,60.0,175,4309
11278,1401.0,3.0,2.0,69.0,273,4309
11279,1157.0,2.0,1.0,75.0,399,4309
11280,1185.0,2.0,1.0,42.66,4,5199
11281,1751.0,3.0,2.0,115.0,39,4309
11282,1550.0,3.0,1.0,250.0,8,297
11283,1880.0,3.0,2.0,96.5,152,4309
11284,1235.0,3.0,0.0,40.985,540,4309
11285,1175.0,2.0,2.0,38.0,38,5199
11286,1407.0,2.0,1.0,98.49,52,5199
11287,1000.0,2.0,2.0,50.0,20,5199
11288,1518.0,3.0,3.0,75.0,302,4309
11289,3600.0,4.0,2.0,300.0,1,826
11290,1027.0,2.0,1.0,67.0,33,5199
11291,3730.0,6.0,2.0,430.0,10,591
11292,1145.0,2.0,2.0,46.0,53,5199
11293,1260.0,2.0,2.0,113.0,107,5199
11294,1500.0,2.0,3.0,47.25,84,4309
11295,1737.0,2.0,1.0,57.32,70,4309
11296,3484.0,788.0,0.0,161.5,55,591
11297,1600.0,4.0,1.0,120.0,6,547
11298,1500.0,3.0,2.0,135.0,49,4309
11299,1120.0,2.0,0.0,60.0,1,329
11300,1200.0,4.0,1.0,240.0,12,547
11301,1030.0,2.0,1.0,46.5,152,5199
11302,2500.0,6.0,1.0,88.0,26,191
11303,1057.0,2.0,1.0,35.0,29,5199
11304,2774.0,4.0,3.0,208.0,33,591
11305,1460.0,2.0,2.0,38.5,234,5199
11306,1075.0,2.0,1.0,53.7,74,5199
11307,1080.0,2.0,1.0,60.0,50,4309
11308,3626.0,5.0,3.0,788.0,15,591
11309,5100.0,7.0,0.0,225.0,1,30
11310,1139.7,2.0,1.0,45.0,27,5199
11311,1074.0,2.0,1.0,42.8,540,5199
11312,1200.0,2.0,1.0,46.13,540,329
11313,2425.0,5.0,1.0,175.0,399,591
11314,1323.0,2.0,2.0,74.0,399,5199
11315,1232.0,2.0,1.0,69.61,152,5199
11316,900.0,2.0,1.0,40.0,33,5199
11317,740.0,1.0,1.0,23.65,17,538
11318,1920.0,3.0,2.0,134.0,177,4309
11319,38.0,1.0,0.0,170.0,3,121
11320,1550.0,3.0,2.0,96.0,152,4309
11321,1588.0,2.0,3.0,90.0,22,4309
11322,2300.0,4.0,1.0,240.0,107,547
11323,3600.0,8.0,2.0,165.0,36,46
11324,1308.0,2.0,1.0,86.0,3,5199
11325,1340.0,2.0,2.0,54.27,55,4309
11326,3280.0,9.0,3.0,450.0,25,12
11327,2170.0,3.0,2.0,265.0,2,591
11328,1719.0,3.0,2.0,135.0,234,4309
11329,1107.83,2.0,1.0,41.51,42,5199
11330,1200.0,2.0,1.0,45.84,540,329
11331,1090.0,2.0,1.0,31.48,302,538
11332,1500.0,5.0,2.0,210.0,3,297
11333,1660.0,3.0,2.0,104.0,71,4309
11334,1247.0,2.0,1.0,58.56,17,5199
11335,1595.0,3.0,2.0,96.0,234,4309
11336,1175.0,2.0,2.0,50.0,64,5199
11337,1200.0,8.0,0.0,135.0,43,84
11338,1184.0,2.0,1.0,78.0,33,5199
11339,1100.0,2.0,2.0,55.0,7,5199
11340,935.0,2.0,0.0,78.0,22,329
11341,1200.0,2.0,2.0,60.0,213,5199
11342,2400.0,5.0,1.0,408.0,107,297
11343,1000.0,2.0,1.0,45.0,2,5199
11344,1000.0,2.0,0.0,52.0,186,5199
11345,1705.0,3.0,2.0,85.0,213,4309
11346,1060.0,2.0,2.0,58.3,33,4309
11347,2325.0,4.0,1.0,120.0,17,826
11348,1347.0,2.0,2.0,55.0,4,4309
11349,1200.0,8.0,3.0,250.0,2,84
11350,1402.0,2.0,2.0,95.0,70,5199
11351,2280.0,4.0,2.0,125.0,540,4309
11352,1225.0,2.0,2.0,71.05,1,5199
11353,1080.0,2.0,1.0,53.0,39,5199
11354,4000.0,7.0,0.0,90.0,2,83
11355,1919.0,3.0,0.0,300.0,5,4309
11356,1100.0,2.0,2.0,42.6,84,5199
11357,2500.0,4.0,3.0,225.0,399,591
11358,1200.0,2.0,2.0,78.0,152,5199
11359,1565.0,2.0,2.0,57.91,84,4309
11360,1200.0,3.0,0.0,78.0,1,329
11361,1581.0,3.0,3.0,76.0,66,4309
11362,2882.0,5.0,1.0,200.0,540,591
11363,1440.0,5.0,2.0,97.0,60,297
11364,2180.0,3.0,3.0,273.0,3,4309
11365,7000.0,8.0,0.0,450.0,12,826
11366,985.0,2.0,1.0,38.92,24,5199
11367,950.0,2.0,2.0,35.0,82,5199
11368,1339.0,2.0,2.0,55.0,2,5199
11369,1449.0,3.0,1.0,72.0,3,4309
11370,1200.0,4.0,2.0,180.0,4,826
11371,1100.0,2.0,2.0,38.68,2,5199
11372,929.0,2.0,0.0,28.095,22,5199
11373,2700.0,3.0,2.0,200.0,22,547
11374,1100.0,2.0,3.0,55.0,2,5199
11375,1140.0,2.0,1.0,32.92,302,5199
11376,3009.0,3.0,2.0,330.0,82,547
11377,3300.0,8.0,3.0,310.0,3,5
11378,800.0,1.0,2.0,30.0,100,5199
11379,2000.0,4.0,0.0,65.0,13,297
11380,1200.0,4.0,1.0,190.0,1,826
11381,1300.0,2.0,3.0,95.0,7,5199
11382,1220.0,2.0,2.0,60.0,273,5199
11383,2289.0,3.0,2.0,178.0,399,4309
11384,1170.0,2.0,1.0,56.0,540,5199
11385,1350.0,2.0,2.0,89.5,9,5199
11386,883.0,2.0,1.0,45.0,24,5199
11387,1698.0,3.0,2.0,125.0,234,4309
11388,2150.0,4.0,0.0,105.0,132,591
11389,1060.0,2.0,1.0,58.5,27,5199
11390,1185.0,2.0,2.0,75.0,28,5199
11391,2051.0,3.0,1.0,180.0,28,4309
11392,1404.0,2.0,1.0,72.0,43,5199
11393,1252.0,2.0,1.0,67.0,132,5199
11394,1885.0,3.0,1.0,125.0,152,4309
11395,3381.0,6.0,3.0,225.0,17,30
11396,980.0,2.0,2.0,42.0,74,5199
11397,2500.0,3.0,3.0,340.0,107,4309
11398,1420.0,3.0,1.0,66.0,75,4309
11399,1166.0,6.0,0.0,135.0,9,191
11400,2312.0,3.0,2.0,156.0,1,4309
11401,3000.0,4.0,0.0,130.0,64,591
11402,1175.0,2.0,1.0,70.0,3,5199
11403,1145.0,2.0,2.0,51.0,4,5199
11404,970.0,2.0,1.0,52.5,49,5199
11405,1125.0,2.0,1.0,32.49,302,5199
11406,1520.0,3.0,0.0,92.63,540,4309
11407,5000.0,4.0,0.0,300.0,43,591
11408,2150.0,3.0,3.0,240.0,3,4309
11409,1635.0,3.0,1.0,57.0,50,4309
11410,3425.0,3.0,1.0,320.0,79,547
11411,2950.0,4.0,3.0,253.0,152,826
11412,1200.0,2.0,1.0,66.0,52,538
11413,1335.0,2.0,2.0,73.43,22,4309
11414,4450.0,6.0,0.0,449.0,177,591
11415,1166.0,2.0,1.0,64.08,85,5199
11416,2390.0,3.0,1.0,372.0,107,4309
11417,1460.0,2.0,1.0,90.0,13,4309
11418,1690.0,3.0,3.0,50.0,3,4309
11419,1386.0,3.0,2.0,93.0,5,826
11420,1090.0,2.0,2.0,32.0,2,5199
11421,1732.0,3.0,1.0,85.73,234,4309
11422,1390.0,2.0,1.0,72.0,540,5199
11423,1095.0,2.0,1.0,85.41,16,5199
11424,416.0,1.0,1.0,17.19,73,538
11425,2400.0,2.0,3.0,50.0,7,4309
11426,1350.0,2.0,3.0,85.0,213,4309
11427,1453.0,2.0,2.0,73.0,152,4309
11428,1226.0,2.0,1.0,65.0,234,5199
11429,784.0,2.0,2.0,165.0,16,826
11430,1168.0,2.0,1.0,68.0,49,4309
11431,1776.0,3.0,2.0,124.0,18,4309
11432,1634.0,3.0,2.0,68.0,540,4309
11433,860.0,2.0,0.0,56.0,74,329
11434,2800.0,3.0,1.0,400.0,4,547
11435,1650.0,3.0,2.0,95.0,12,4309
11436,1190.0,2.0,1.0,70.0,540,5199
11437,1133.0,2.0,1.0,33.99,72,5199
11438,1559.0,3.0,2.0,62.0,6,4309
11439,1448.0,4.0,0.0,118.0,28,547
11440,6652.0,6.0,1.0,510.0,8,591
11441,976.0,2.0,1.0,50.0,27,5199
11442,1350.0,4.0,3.0,240.0,7,826
11443,1590.0,2.0,2.0,54.0,213,4309
11444,2940.0,6.0,2.0,201.0,21,591
11445,1633.0,3.0,2.0,110.0,213,4309
11446,1151.0,2.0,2.0,46.0,50,5199
11447,1400.0,2.0,2.0,42.0,16,4309
11448,1037.0,2.0,1.0,36.0,186,5199
11449,1188.0,2.0,1.0,36.0,234,5199
11450,1060.0,2.0,1.0,52.0,4,5199
11451,2215.0,4.0,2.0,162.0,62,4309
11452,1255.0,2.0,2.0,54.5,55,5199
11453,2500.0,2.0,1.0,300.0,2,547
11454,1075.0,2.0,1.0,53.7,74,5199
11455,2569.0,5.0,3.0,180.0,79,591
11456,900.0,2.0,1.0,27.0,12,5199
11457,1183.0,2.0,1.0,79.54,39,5199
11458,1100.0,2.0,2.0,44.0,53,5199
11459,1643.0,2.0,2.0,70.0,12,4309
11460,1500.0,2.0,2.0,120.0,9,4309
11461,1291.0,2.0,1.0,75.0,71,5199
11462,1150.0,3.0,2.0,80.0,55,547
11463,1060.0,2.0,1.0,55.0,302,5199
11464,1575.0,2.0,2.0,110.0,149,4309
11465,1200.0,4.0,1.0,160.0,3,297
11466,1700.0,3.0,2.0,55.0,6,826
11467,1236.0,2.0,1.0,58.0,31,5199
11468,1350.0,2.0,2.0,39.0,73,4309
11469,2475.0,4.0,3.0,326.0,58,4309
11470,3800.0,6.0,0.0,175.0,19,191
11471,4694.0,5.0,0.0,375.0,142,591
11472,1200.0,2.0,1.0,34.66,302,5199
11473,1200.0,4.0,1.0,75.0,52,826
11474,1225.0,2.0,2.0,56.0,79,5199
11475,1056.0,2.0,1.0,75.0,234,5199
11476,1240.0,2.0,2.0,42.85,43,4309
11477,1200.0,3.0,2.0,74.52,75,4309
11478,1850.0,3.0,2.0,110.0,39,4309
11479,3150.0,4.0,3.0,180.0,6,591
11480,1200.0,1.0,0.0,39.82,10,121
11481,1018.0,4.0,1.0,150.0,6,826
11482,3520.0,6.0,1.0,460.0,3,297
11483,1185.0,2.0,2.0,30.22,100,4309
11484,918.0,2.0,2.0,56.0,54,5199
11485,1330.0,2.0,2.0,68.0,2,4309
11486,1540.0,2.0,3.0,70.0,24,4309
11487,1200.0,2.0,2.0,80.0,36,5199
11488,927.0,2.0,2.0,37.0,1,5199
11489,2580.0,4.0,0.0,115.0,82,826
11490,1400.0,2.0,2.0,78.0,43,4309
11491,1345.0,2.0,2.0,106.0,47,5199
11492,1900.0,3.0,1.0,400.0,25,826
11493,1510.0,2.0,3.0,80.0,57,5199
11494,302.0,2.0,1.0,25.0,58,5199
11495,525.0,788.0,0.0,27.0,273,538
11496,1500.0,3.0,1.0,61.52,12,547
11497,629.0,1.0,0.0,42.535,213,538
11498,1100.0,2.0,2.0,72.0,43,4309
11499,1200.0,3.0,1.0,68.0,5,547
11500,1100.0,3.0,2.0,53.0,273,4309
11501,2282.0,4.0,0.0,115.0,74,591
11502,760.0,2.0,1.0,37.49,3,5199
11503,2172.0,3.0,0.0,100.0,82,547
11504,3800.0,6.0,0.0,390.0,3,30
11505,600.0,2.0,1.0,72.0,30,826
11506,3300.0,3.0,2.0,165.0,57,4309
11507,1242.0,3.0,1.0,51.0,22,4309
11508,410.0,1.0,1.0,48.0,4,121
11509,1245.0,2.0,2.0,43.58,186,4309
11510,1088.0,2.0,2.0,44.0,42,5199
11511,1200.0,2.0,0.0,46.0,39,5199
11512,1995.0,3.0,1.0,100.0,60,547
11513,1309.0,2.0,1.0,82.0,142,5199
11514,1717.0,3.0,2.0,200.0,10,4309
11515,2100.0,3.0,2.0,200.0,149,4309
11516,880.0,1.0,0.0,90.0,1,329
11517,1200.0,6.0,1.0,95.0,24,191
11518,1250.0,3.0,2.0,42.0,5,4309
11519,3520.0,5.0,2.0,240.0,177,4309
11520,1041.0,2.0,2.0,54.0,39,5199
11521,1505.0,2.0,2.0,60.0,399,4309
11522,1776.0,3.0,2.0,150.0,18,4309
11523,1767.0,3.0,2.0,89.0,96,4309
11524,1293.0,2.0,2.0,80.0,6,5199
11525,1320.0,2.0,1.0,50.0,73,5199
11526,1280.0,2.0,2.0,68.48,6,5199
11527,1245.0,2.0,1.0,83.05,234,5199
11528,1027.0,1.0,2.0,44.0,142,5199
11529,1200.0,2.0,0.0,46.17,13,5199
11530,1100.0,3.0,2.0,58.0,273,4309
11531,1065.0,3.0,1.0,72.0,9,547
11532,1814.0,3.0,1.0,129.0,18,4309
11533,1610.0,2.0,1.0,112.0,50,4309
11534,850.0,1.0,1.0,78.0,30,121
11535,1600.0,3.0,3.0,79.0,80,4309
11536,3200.0,4.0,2.0,140.0,1,4309
11537,1250.0,2.0,1.0,77.13,7,4309
11538,1243.0,2.0,2.0,46.0,142,5199
11539,1452.0,3.0,3.0,60.98,273,4309
11540,1475.0,3.0,3.0,75.0,8,4309
11541,1353.0,2.0,3.0,75.0,302,5199
11542,2100.0,3.0,0.0,210.0,7,826
11543,1750.0,3.0,2.0,58.0,88,4309
11544,4800.0,4.0,3.0,550.0,540,826
11545,1270.0,2.0,1.0,96.0,39,5199
11546,2700.0,3.0,0.0,75.0,24,826
11547,1200.0,4.0,2.0,270.0,57,826
11548,2695.0,4.0,3.0,188.0,234,591
11549,1330.0,3.0,2.0,65.0,7,4309
11550,660.0,1.0,0.0,18.0,302,5199
11551,1400.0,2.0,3.0,90.0,29,5199
11552,4000.0,5.0,1.0,195.0,26,591
11553,1700.0,3.0,2.0,75.0,273,4309
11554,1585.0,2.0,2.0,90.0,80,5199
11555,1385.0,3.0,3.0,67.0,66,4309
11556,1128.0,2.0,1.0,67.0,302,5199
11557,60.0,4.0,2.0,218.0,540,826
11558,1200.0,18.0,0.0,200.0,1,1
11559,1203.0,2.0,2.0,60.0,53,5199
11560,905.0,2.0,1.0,35.0,16,5199
11561,1450.0,3.0,2.0,79.0,152,4309
11562,1105.0,2.0,3.0,38.0,70,5199
11563,1200.0,2.0,1.0,46.13,38,329
11564,1530.0,2.0,3.0,89.0,52,4309
11565,1105.0,2.0,1.0,35.4,540,5199
11566,1333.0,2.0,1.0,78.56,17,5199
11567,1065.0,2.0,2.0,45.0,8,5199
11568,1350.0,788.0,0.0,8.44,47,121
11569,1243.0,2.0,2.0,46.0,142,5199
11570,1530.0,3.0,2.0,76.34,71,4309
11571,1200.0,2.0,1.0,65.0,26,329
11572,1270.0,2.0,1.0,94.0,540,5199
11573,1830.0,3.0,3.0,89.0,96,4309
11574,900.0,2.0,3.0,35.0,100,5199
11575,2400.0,2.0,2.0,250.0,42,826
11576,7000.0,6.0,2.0,560.0,4,191
11577,1450.0,2.0,2.0,78.0,152,4309
11578,1525.0,3.0,3.0,65.0,3,4309
11579,1080.0,2.0,1.0,67.0,13,5199
11580,1220.0,2.0,2.0,72.0,4,5199
11581,1200.0,2.0,2.0,44.4,84,5199
11582,1215.0,2.0,0.0,73.17,35,5199
11583,2400.0,3.0,0.0,348.0,36,547
11584,1500.0,2.0,2.0,60.0,3,5199
11585,1355.0,2.0,2.0,95.0,72,5199
11586,1070.0,2.0,1.0,57.0,302,5199
11587,1980.0,4.0,1.0,180.0,43,4309
11588,842.0,2.0,2.0,30.0,37,5199
11589,700.0,1.0,1.0,31.2,152,538
11590,2500.0,4.0,0.0,65.0,7,4309
11591,1884.0,3.0,2.0,95.0,1,547
11592,1100.0,2.0,2.0,75.0,2,5199
11593,1196.0,2.0,2.0,40.54,171,5199
11594,1820.0,3.0,2.0,85.0,54,4309
11595,1200.0,8.0,0.0,145.0,8,84
11596,1185.0,2.0,2.0,43.5,234,5199
11597,2145.0,3.0,2.0,170.0,70,4309
11598,1220.0,2.0,1.0,89.0,540,5199
11599,1116.0,2.0,3.0,51.91,540,5199
11600,1192.0,2.0,3.0,75.0,23,5199
11601,1449.0,3.0,2.0,110.0,175,4309
11602,2500.0,3.0,1.0,250.0,24,547
11603,1700.0,3.0,2.0,90.0,302,4309
11604,1920.0,3.0,2.0,150.0,177,4309
11605,1350.0,2.0,0.0,90.0,3,329
11606,4800.0,5.0,2.0,350.0,3,826
11607,1700.0,3.0,2.0,74.0,8,4309
11608,1447.0,3.0,2.0,76.0,88,5199
11609,1329.0,2.0,1.0,107.0,273,5199
11610,1314.0,2.0,2.0,70.44,399,4309
11611,1200.0,3.0,2.0,110.0,1,547
11612,1214.0,3.0,0.0,220.0,31,191
11613,1513.0,3.0,1.0,103.0,72,4309
11614,6.0,2.0,0.0,80.0,1,547
11615,1246.0,2.0,1.0,67.5,43,5199
11616,705.0,1.0,1.0,65.0,10,538
11617,1220.0,2.0,2.0,62.0,17,5199
11618,1800.0,2.0,1.0,45.0,41,4309
11619,1400.0,3.0,2.0,75.0,22,4309
11620,1245.0,2.0,2.0,80.0,80,5199
11621,1495.0,2.0,1.0,63.0,1,4309
11622,2000.0,2.0,2.0,275.0,17,547
11623,996.0,2.0,2.0,36.5,13,5199
11624,1000.0,2.0,1.0,44.0,41,5199
11625,1250.0,2.0,3.0,75.0,3,5199
11626,975.0,2.0,1.0,24.86,100,5199
11627,1261.0,2.0,1.0,80.0,234,4309
11628,1080.0,2.0,2.0,46.0,88,5199
11629,1230.0,2.0,1.0,50.0,8,5199
11630,982.0,2.0,2.0,25.53,29,5199
11631,1260.0,3.0,1.0,49.36,37,4309
11632,1590.0,2.0,2.0,135.0,53,4309
11633,1220.0,2.0,2.0,39.0,42,5199
11634,1320.0,2.0,1.0,38.12,132,4309
11635,1750.0,3.0,2.0,105.0,39,4309
11636,1436.0,2.0,3.0,62.15,540,4309
11637,1200.0,2.0,0.0,66.0,60,547
11638,1500.0,2.0,0.0,140.0,58,5199
11639,1560.0,3.0,2.0,90.0,70,4309
11640,3758.0,3.0,1.0,300.0,540,4309
11641,1275.0,2.0,2.0,59.0,3,5199
11642,1040.0,2.0,2.0,36.4,5,5199
11643,2400.0,3.0,2.0,115.0,96,4309
11644,1500.0,9.0,3.0,230.0,15,191
11645,3150.0,5.0,1.0,212.0,19,826
11646,1960.0,3.0,2.0,165.0,12,4309
