,location,size,total_sqft,bath,balcony,price
12340,Ramagondanahalli,3 BHK,2257.0,3.0,2.0,155.0
12341,Budigere,2 BHK,1153.0,2.0,2.0,56.5
12342,Sarjapur  Road,2 BHK,1197.0,2.0,1.0,56.86
12343,Siddapura,2 BHK,1150.0,2.0,2.0,90.0
12344,Akshayanagara East,1 BHK,595.0,1.0,1.0,40.0
12345,Hoodi,3 BHK,1837.0,3.0,1.0,110.0
12346,Kumbalgodu,4 Bedroom,3750.0,4.0,0.0,190.0
12347,Bellandur,3 BHK,1830.0,3.0,3.0,91.86
12348,Green Glen Layout,3 BHK,1715.0,3.0,3.0,115.0
12349,Electronic City,2 BHK,970.0,2.0,1.0,35.0
12350,Hebbal Kempapura,4 Bedroom,1200.0,3.0,2.0,148.0
12351,NRI Layout,4 Bedroom,2700.0,5.0,1.0,95.75
12352,Siddapura,3 Bedroom,5480.0,4.0,2.0,400.0
12353,Vidyaranyapura,4 BHK,2400.0,5.0,1.0,135.0
12354,Sarjapur  Road,4 BHK,3040.0,4.0,2.0,135.0
12355,Raja Rajeshwari Nagar,2 BHK,1168.0,2.0,1.0,66.0
12356,Begur Road,2 BHK,1160.0,2.0,2.0,36.54
12357,Mallappa Layout,3 BHK,1500.0,3.0,2.0,75.0
12358,Kumaraswami Layout,2 Bedroom,600.0,2.0,1.0,72.0
12359,5th Phase JP Nagar,8 Bedroom,1200.0,7.0,3.0,250.0
12360,ITPL,2 BHK,850.0,2.0,1.0,25.4
12361,Ramamurthy Nagar,2 BHK,935.0,2.0,2.0,39.0
12362,Ullal Road,5 Bedroom,1200.0,5.0,1.0,235.0
12363,Doddaballapur,1 BHK,654.0,1.0,1.0,49.0
12364,Domlur,3 BHK,1650.0,3.0,1.0,180.0
12365,Dodsworth Layout,3 Bedroom,5656.0,5.0,0.0,499.0
12366,Vinayak Nagar,2 BHK,1300.0,2.0,1.0,33.0
12367,Kaggalipura,2 BHK,950.0,2.0,1.0,60.0
12368,Silk Board,3 BHK,1250.0,3.0,2.0,54.0
12369,Doddakallasandra,2 BHK,1072.0,2.0,1.0,42.87
12370,Ankappa Layout,3 BHK,1425.0,2.0,2.0,65.0
12371,Uttarahalli,2 BHK,1165.0,1.0,0.0,42.09
12372,Kathriguppe,3 BHK,1390.0,2.0,2.0,69.49
12373,Kalena Agrahara,3 BHK,1510.0,3.0,2.0,78.0
12374,Thanisandra,2 BHK,1305.0,2.0,2.0,90.0
12375,Vidyaranyapura,6 Bedroom,1200.0,6.0,2.0,170.0
12376,Kodigehaali,2 BHK,866.0,2.0,2.0,32.0
12377,Hulimavu,2 BHK,1231.0,2.0,1.0,84.5
12378,Sompura,3 BHK,1360.0,2.0,3.0,45.0
12379,Yeshwanthpur,3 BHK,2500.0,3.0,3.0,138.0
12380,Whitefield,2 BHK,1140.0,2.0,3.0,55.0
12381,Kanakpura Road,1 BHK,525.0,1.0,1.0,30.0
12382,Whitefield,2 BHK,1295.0,2.0,1.0,64.5
12383,Hormavu,2 BHK,1020.0,2.0,2.0,45.75
12384,Old Airport Road,4 BHK,3504.0,4.0,0.0,262.0
12385,Sidedahalli,2 Bedroom,1200.0,1.0,0.0,50.0
12386,Vidyaranyapura,2 BHK,1100.0,2.0,1.0,41.0
12387,Bannerghatta Road,4 Bedroom,4723.0,4.0,3.0,500.0
12388,Kothannur,2 BHK,820.0,2.0,2.0,37.0
12389,Sarjapur,4 Bedroom,3508.0,4.0,1.0,386.0
12390,Versova Layout,4 Bedroom,3700.0,4.0,2.0,400.0
12391,Kalena Agrahara,2 BHK,1354.0,2.0,2.0,70.0
12392,Basavangudi,4 BHK,2453.0,3.0,2.0,250.0
12393,Garudachar Palya,2 BHK,1154.0,2.0,1.0,51.8
12394,7th Phase JP Nagar,3 BHK,1680.0,2.0,3.0,92.0
12395,Electronics City Phase 1,2 BHK,1205.0,2.0,2.0,60.0
12396,Raja Rajeshwari Nagar,3 BHK,1400.0,2.0,2.0,86.0
12397,Doopanahalli,3 BHK,1625.0,3.0,1.0,150.0
12398,Electronic City,3 Bedroom,1500.0,3.0,1.0,73.0
12399,Bannerghatta Road,3 BHK,1520.0,2.0,3.0,80.0
12400,3rd Stage Raja Rajeshwari Nagar,2 BHK,1300.0,3.0,1.0,65.0
12401,Manayata Tech Park,2 BHK,1150.0,2.0,2.0,47.0
12402,Kadugodi,3 BHK,1762.0,3.0,3.0,109.0
12403,Budigere,2 BHK,1153.0,2.0,2.0,58.0
12404,Yelahanka,4 BHK,2650.0,4.0,1.0,223.0
12405,Sompura,3 BHK,1350.0,2.0,2.0,47.0
12406,Billekahalli,2 BHK,950.0,2.0,2.0,56.0
12407,Jakkur,3 BHK,3295.0,3.0,3.0,310.0
12408,Coconut Grove Layout,3 BHK,1515.0,3.0,3.0,80.5
12409,Neeladri Nagar,2 BHK,1100.0,2.0,2.0,30.0
12410,Byrasandra,2 BHK,1250.0,2.0,2.0,65.0
12411,HBR Layout,2 Bedroom,1200.0,2.0,0.0,120.0
12412,5th Phase JP Nagar,7 BHK,2500.0,8.0,3.0,95.0
12413,Hoskote,4 Bedroom,1200.0,4.0,2.0,100.0
12414,Yelahanka,3 BHK,1355.0,2.0,2.0,51.5
12415,Dominic Layout,3 BHK,1115.0,3.0,1.0,39.14
12416,8th Phase JP Nagar,3 BHK,1275.0,3.0,2.0,45.0
12417,Padmanabhanagar,3 BHK,2051.0,3.0,2.0,170.0
12418,BTM Layout,3 BHK,1470.0,2.0,2.0,99.0
12419,Silver Springs Layout,3 BHK,1550.0,2.0,3.0,70.0
12420,Bannerghatta Road,3 BHK,1270.0,2.0,1.0,73.0
12421,Bhoganhalli,4 BHK,2119.0,4.0,2.0,111.0
12422,Hebbal Kempapura,3 BHK,1600.0,3.0,3.0,170.0
12423,Kudlu Gate,3 BHK,1320.0,2.0,2.0,50.0
12424,Gopalkrishna Nagar,3 BHK,2505.0,3.0,0.0,165.0
12425,Tejaswini Nagar,3 BHK,1410.0,2.0,1.0,54.0
12426,Whitefield,2 BHK,1200.0,2.0,3.0,70.0
12427,Chennammana Kere,3 BHK,1705.0,2.0,1.0,86.96
12428,Electronic City,2 BHK,995.0,2.0,1.0,48.0
12429,Horamavu Banaswadi,2 BHK,1081.0,2.0,1.0,52.0
12430,Parappana Agrahara,2 BHK,1194.0,2.0,2.0,46.0
12431,Sonnenahalli,1 BHK,605.0,1.0,1.0,30.24
12432,Yelahanka,1 BHK,567.0,1.0,1.0,25.0
12433,Rajaji Nagar,2 BHK,1718.0,3.0,2.0,275.0
12434,Banashankari Stage VI,3 BHK,1400.0,2.0,0.0,70.385
12435,2nd Stage Nagarbhavi,3 Bedroom,600.0,5.0,1.0,135.0
12436,Green Glen Layout,3 BHK,1715.0,3.0,2.0,105.0
12437,Doddaballapur,4 Bedroom,3206.0,5.0,0.0,270.0
12438,Kundalahalli,4 Bedroom,1500.0,4.0,0.0,235.0
12439,Bannerghatta Road,3 BHK,1846.0,3.0,2.0,120.0
12440,Coconut Garden,3 Bedroom,600.0,3.0,1.0,90.0
12441,Whitefield,2 BHK,1015.0,2.0,3.0,56.0
12442,Dollars Colony,4 Bedroom,4350.0,8.0,0.0,2600.0
12443,Thanisandra,2 BHK,1100.0,2.0,1.0,36.0
12444,Thanisandra,3 BHK,1965.0,4.0,2.0,125.0
12445,NGR Layout,2 BHK,1021.0,2.0,2.0,45.9
12446,Haralur Road,2 BHK,1230.0,2.0,1.0,67.65
12447,Uttarahalli,2 BHK,1260.0,2.0,2.0,55.0
12448,Indira Nagar,4 Bedroom,2400.0,4.0,1.0,700.0
12449,Lingadheeranahalli,3 BHK,1894.0,4.0,1.0,114.0
12450,2nd Stage Nagarbhavi,6 Bedroom,1500.0,4.0,2.0,233.0
12451,Jakkur,3 BHK,1950.0,3.0,2.0,131.0
12452,Sector 2 HSR Layout,2 BHK,1231.0,2.0,3.0,66.0
12453,Mahadevpura,2 BHK,1236.0,2.0,1.0,58.0
12454,R.T. Nagar,4 BHK,1800.0,3.0,0.0,120.0
12455,KAMAKIYA,3 BHK,1650.0,3.0,2.0,135.0
12456,Kirloskar Layout,5 Bedroom,750.0,3.0,1.0,88.0
12457,Begur,3 BHK,1443.0,2.0,2.0,70.0
12458,Ramamurthy Nagar,4 Bedroom,886.0,4.0,2.0,120.0
12459,Wheelers Road,2 BHK,925.0,2.0,1.0,68.0
12460,Chandapura,3 BHK,1305.0,3.0,1.0,33.28
12461,Alfa Garden Layout,2 BHK,1190.0,2.0,2.0,46.41
12462,Uttarahalli,2 BHK,1284.0,2.0,2.0,53.36
12463,MM Layout,4 Bedroom,350.0,3.0,1.0,45.0
12464,Palace Guttahalli,3 Bedroom,875.0,3.0,1.0,115.0
12465,Chikkalasandra,2 BHK,1325.0,2.0,1.0,59.0
12466,Sector 6 HSR Layout,6 Bedroom,2400.0,5.0,2.0,750.0
12467,Kudlu Gate,2 BHK,1183.0,2.0,1.0,79.54
12468,Rajiv Gandhi Nagar,3 BHK,1750.0,3.0,2.0,100.0
12469,Nagashetty Halli,4 BHK,16335.0,4.0,2.0,149.0
12470,Doddagubbi,1 BHK,747.0,1.0,2.0,27.0
12471,Electronic City,2 BHK,1342.0,2.0,1.0,90.0
12472,Motappa Layout,2 BHK,1113.0,2.0,1.0,52.0
12473,Devarabeesana Halli,3 BHK,1738.0,3.0,2.0,110.0
12474,Brookefield,2 BHK,1206.0,2.0,0.0,90.0
12475,Hebbal,4 BHK,2790.0,4.0,3.0,198.0
12476,Hebbal,2 BHK,1162.0,2.0,1.0,59.0
12477,Parappana Agrahara,2 BHK,1194.0,2.0,2.0,46.0
12478,Sarjapur  Road,3 BHK,1857.0,4.0,3.0,155.0
12479,Kattigenahalli,6 Bedroom,3500.0,6.0,0.0,115.0
12480,Rajaji Nagar,2 BHK,1763.0,3.0,2.0,240.0
12481,Uttarahalli,2 BHK,1150.0,2.0,1.0,45.99
12482,Koramangala,4 Bedroom,2400.0,5.0,3.0,550.0
12483,Chikkalasandra,2 BHK,1290.0,2.0,2.0,72.0
12484,Thubarahalli,4 BHK,3408.0,5.0,0.0,145.0
12485,HBR Layout,2 Bedroom,900.0,2.0,1.0,145.0
12486,Sanjay nagar,2 BHK,1150.0,2.0,0.0,70.0
12487,Banashankari,3 Bedroom,1040.0,2.0,1.0,109.0
12488,Yeshwanthpur,2 BHK,1160.0,2.0,2.0,64.08
12489,Soundarya Layout,2 BHK,900.0,2.0,2.0,27.0
12490,Sarjapur  Road,4 Bedroom,1750.0,3.0,1.0,185.0
12491,Electronic City,3 BHK,1320.0,2.0,1.0,38.12
12492,Lingadheeranahalli,4 BHK,2240.0,4.0,2.0,160.0
12493,Electronics City Phase 1,2 BHK,891.0,2.0,1.0,26.0
12494,Udaya Nagar,5 Bedroom,1000.0,4.0,3.0,80.0
12495,Ambedkar Nagar,3 BHK,1852.0,3.0,2.0,125.0
12496,Chandapura,3 BHK,1323.0,2.0,1.0,42.0
12497,Vittasandra,2 BHK,1404.0,2.0,1.0,67.5
12498,Dodda Nekkundi,2 BHK,1370.0,2.0,2.0,60.0
12499,Uttarahalli,3 BHK,1385.0,2.0,2.0,48.48
12500,Gollarapalya Hosahalli,2 BHK,1129.0,2.0,1.0,50.0
12501,Mahalakshmi Layout,3 BHK,1876.0,3.0,1.0,150.0
12502,Brooke Bond First Cross,3 BHK,1720.0,3.0,1.0,95.0
12503,Jalahalli East,4 Bedroom,1200.0,4.0,1.0,80.0
12504,Mysore Road,2 BHK,1175.0,2.0,2.0,86.68
12505,Nagawara Junction,1 BHK,500.0,1.0,2.0,51.0
12506,Dasappa Layout,5 Bedroom,1200.0,5.0,2.0,85.0
12507,Electronic City Phase II,1 BHK,1200.0,1.0,0.0,295.0
12508,Hosa Road,3 BHK,1893.0,3.0,2.0,130.0
12509,Whitefield,3 BHK,1430.0,3.0,2.0,52.0
12510,Green View Layout,2 BHK,850.0,2.0,2.0,45.0
12511,CV Raman Nagar,2 BHK,1392.0,2.0,1.0,110.0
12512,Kanakpura Road,3 BHK,1938.0,3.0,3.0,105.0
12513,Chennammanakere Achukattu,2 BHK,1020.0,2.0,2.0,52.0
12514,"beml layout, basaveshwara nagar",3 Bedroom,2400.0,2.0,1.0,360.0
12515,HBR Layout,3 BHK,1832.0,3.0,2.0,160.0
12516,Konanakunte,3 BHK,1423.0,2.0,2.0,85.0
12517,Jakkur,2 BHK,1432.0,2.0,1.0,85.0
12518,2nd Block Hrbr Layout,4 Bedroom,1350.0,4.0,3.0,235.0
12519,BTM 2nd Stage,8 Bedroom,1500.0,6.0,0.0,270.0
12520,CV Raman Nagar,3 BHK,1480.0,3.0,2.0,65.0
12521,Kanakpura Road,3 BHK,1843.0,3.0,2.0,96.2
12522,Lingarajapuram,3 Bedroom,760.0,4.0,2.0,95.0
12523,Hulimavu,3 BHK,1916.0,2.0,1.0,150.0
12524,Hennur,2 BHK,1255.0,2.0,1.0,55.5
12525,Yelenahalli,2 BHK,1160.0,2.0,2.0,44.08
12526,Old Madras Road,2 BHK,2640.0,2.0,1.0,170.0
12527,Bommanahalli,2 BHK,1160.0,2.0,3.0,53.0
12528,Lakshminarayana Pura,2 BHK,1200.0,2.0,1.0,80.0
12529,7th Phase JP Nagar,2 BHK,1100.0,2.0,1.0,44.0
12530,Ramagondanahalli,3 BHK,1500.0,3.0,3.0,100.0
12531,Electronic City Phase II,3 BHK,1336.0,2.0,3.0,50.35
12532,Choodasandra,2 BHK,1065.0,2.0,1.0,46.0
12533,Hebbal,2 BHK,1294.0,2.0,1.0,115.0
12534,Rachenahalli,3 BHK,1550.0,3.0,2.0,68.5
12535,Whitefield,2 BHK,1216.0,2.0,1.0,75.0
12536,Bank Of Baroda Colony,2 BHK,1005.0,2.0,2.0,40.0
12537,7th Phase JP Nagar,3 BHK,1430.0,2.0,1.0,102.0
12538,Frazer Town,4 BHK,4100.0,4.0,3.0,660.0
12539,Hoodi,3 BHK,1660.0,3.0,2.0,125.0
12540,Thanisandra,3 BHK,1430.0,2.0,3.0,56.0
12541,Hennur Road,3 BHK,1470.0,2.0,1.0,75.0
12542,Jalahalli,2 BHK,1045.0,2.0,1.0,76.77
12543,Hebbal,4 BHK,4000.0,6.0,0.0,359.0
12544,Anjanapura,2 BHK,950.0,2.0,0.0,30.0
12545,Doddathoguru,3 BHK,1382.0,3.0,1.0,65.0
12546,BTM 2nd Stage,2 BHK,930.0,2.0,2.0,46.0
12547,Sarjapur  Road,3 BHK,1660.0,2.0,2.0,116.0
12548,Vijinapura,2 BHK,1290.0,2.0,2.0,71.95
12549,Whitefield,3 BHK,1010.0,2.0,1.0,45.0
12550,Brookefield,4 BHK,3050.0,4.0,0.0,130.0
12551,Dodda Nekkundi,2 BHK,1200.0,2.0,2.0,71.0
12552,3rd Block Hrbr Layout,3 BHK,1650.0,3.0,2.0,140.0
12553,Budigere,3 BHK,1636.0,3.0,2.0,88.0
12554,Rajaji Nagar,3 BHK,2367.0,3.0,2.0,320.0
12555,Budigere,2 BHK,1153.0,2.0,2.0,56.55
12556,Hegde Nagar,3 BHK,2087.01,4.0,2.0,160.0
12557,LB Shastri Nagar,2 BHK,1200.0,2.0,1.0,47.0
12558,HSR Layout,3 BHK,1844.0,3.0,1.0,89.0
12559,Hosa Road,3 BHK,142.84,3.0,1.0,110.0
12560,Begur Road,2 BHK,1215.0,2.0,1.0,43.75
12561,Sarjapur  Road,2 BHK,1194.0,2.0,1.0,57.0
12562,Chennappa Layout,2 BHK,1220.0,2.0,2.0,52.0
12563,1st Block HBR Layout,4 BHK,3150.0,4.0,2.0,150.0
12564,Kanakpura Road,1 BHK,525.0,1.0,1.0,26.0
12565,Bommasandra,2 BHK,955.0,2.0,1.0,37.97
12566,Kadugondanahalli,5 Bedroom,2000.0,5.0,0.0,75.0
12567,Magadi Road,2 BHK,884.0,2.0,1.0,48.0
12568,Kathriguppe,2 BHK,1250.0,2.0,1.0,68.75
12569,Bommasandra Industrial Area,2 BHK,7000.0,2.0,1.0,135.0
12570,Dodda Nekkundi,3 Bedroom,2400.0,4.0,2.0,300.0
12571,Harlur,4 BHK,2990.0,4.0,1.0,225.0
12572,Bellandur,2 BHK,1195.0,2.0,1.0,52.0
12573,Sadhguru Layout,1 BHK,2559.0,1.0,1.0,55.0
12574,Begur,2 BHK,1200.0,2.0,1.0,33.0
12575,Sarjapur  Road,2 BHK,984.0,2.0,1.0,45.75
12576,Bommasandra,2 BHK,1089.0,2.0,1.0,40.0
12577,Hennur Road,2 BHK,1165.0,2.0,1.0,52.0
12578,Chandapura,1 BHK,410.0,1.0,1.0,10.0
12579,Hennur,3 BHK,1482.0,3.0,1.0,110.0
12580,Ramamurthy Nagar,2 Bedroom,1200.0,2.0,1.0,68.0
12581,Kanakapura,3 BHK,1938.0,3.0,3.0,113.0
12582,Hormavu,3 BHK,1166.0,2.0,2.0,34.97
12583,Chikkalasandra,3 BHK,1275.0,2.0,2.0,55.46
12584,Mico Layout,2 BHK,1140.0,2.0,2.0,43.0
12585,Hegde Nagar,4 Bedroom,3734.0,5.0,1.0,430.0
12586,Tejaswini Nagar,1 BHK,720.0,1.0,2.0,28.0
12587,Nagarbhavi,3 Bedroom,1200.0,3.0,2.0,228.0
12588,Richards Town,2 BHK,1100.0,2.0,1.0,90.0
12589,Sector 7 HSR Layout,2 BHK,1162.0,2.0,2.0,98.77
12590,Ramamurthy Nagar,1 Bedroom,540.0,1.0,0.0,35.0
12591,Rachenahalli,3 BHK,1550.0,2.0,2.0,73.5
12592,R.T. Nagar,3 Bedroom,1300.0,3.0,0.0,145.0
12593,Ullal Road,5 Bedroom,1200.0,5.0,1.0,130.0
12594,Chikbasavanapura,2 BHK,1220.0,2.0,2.0,60.0
12595,Doddathoguru,2 BHK,964.0,2.0,1.0,62.0
12596,"Electronic City Phase 1, ",3 BHK,1500.0,3.0,2.0,50.0
12597,Sarjapur  Road,3 BHK,1347.0,2.0,1.0,44.0
12598,"JP Nagar 8th Phase, ",4 BHK,5000.0,5.0,0.0,250.0
12599,Bannerghatta Road,4 Bedroom,3000.0,4.0,2.0,140.0
12600,Bannerghatta,2 BHK,1120.0,2.0,1.0,42.5
12601,Lake City,1 BHK,600.0,1.0,1.0,22.8
12602,Whitefield,3 BHK,2321.0,4.0,1.0,157.0
12603,Bhagyalakshmi Avenue,1 BHK,540.0,1.0,2.0,24.0
12604,Hebbal,2 BHK,1150.0,2.0,1.0,57.0
12605,Sonnenahalli,3 BHK,1484.0,3.0,1.0,75.0
12606,Ramagondanahalli,3 BHK,1680.0,2.0,0.0,68.0
12607,Byagadadhenahalli,2 BHK,620.0,2.0,1.0,23.0
12608,Dodda Banaswadi,3 BHK,1650.0,3.0,2.0,78.0
12609,Chuchangatta Colony,3 BHK,1250.0,3.0,2.0,44.0
12610,Hanuman Nagar,3 BHK,2072.0,3.0,2.0,108.0
12611,Sarjapur  Road,2 BHK,1105.0,2.0,2.0,40.0
12612,Vidyaranyapura,2 BHK,1200.0,2.0,2.0,60.5
12613,Kumaraswami Layout,7 Bedroom,3100.0,7.0,3.0,145.0
12614,Whitefield,4 Bedroom,4007.0,4.0,3.0,530.0
12615,Electronic City,2 BHK,550.0,2.0,1.0,16.0
12616,Banashankari,3 BHK,1340.0,2.0,2.0,53.6
12617,Rajaji Nagar,3 BHK,2409.0,3.0,3.0,395.0
12618,Haralur Road,2 BHK,1194.0,2.0,2.0,46.0
12619,Vittasandra,2 BHK,1246.0,2.0,1.0,65.0
12620,Old Airport Road,2 BHK,1055.0,2.0,3.0,75.0
12621,Hosa Road,3 BHK,1541.0,3.0,1.0,69.61
12622,Harlur,2 BHK,1370.0,2.0,2.0,88.0
12623,Whitefield,2 BHK,1224.0,2.0,2.0,75.0
12624,Kengeri Satellite Town,4 Bedroom,650.0,2.0,1.0,58.0
12625,Kambipura,2 BHK,883.0,2.0,1.0,39.0
12626,Yeshwanthpur,3 BHK,1676.0,3.0,0.0,92.13
12627,Shree Ananth Nagar Layout,2 BHK,1154.0,2.0,1.0,57.0
12628,Kanakpura Road,3 BHK,1610.0,3.0,3.0,78.5
12629,Devasthanagalu,2 BHK,1057.0,2.0,1.0,42.0
12630,Raja Rajeshwari Nagar,2 BHK,1157.0,2.0,1.0,65.0
12631,Doddagubbi,4 Bedroom,1200.0,4.0,1.0,85.0
12632,Dasappa Layout,7 Bedroom,1500.0,7.0,3.0,130.0
12633,Gulimangala,2 BHK,980.0,2.0,3.0,35.0
12634,Sarjapur  Road,2 BHK,1140.0,2.0,1.0,40.0
12635,Raja Rajeshwari Nagar,2 BHK,1206.0,2.0,1.0,40.7
12636,Electronic City Phase II,1 BHK,575.0,1.0,1.0,16.75
12637,Koramangala,3 BHK,1600.0,3.0,1.0,170.0
12638,1st Stage Indira Nagar,4 Bedroom,2400.0,4.0,1.0,500.0
12639,Horamavu Agara,3 BHK,1300.0,2.0,2.0,52.0
12640,Tunganagara,3 BHK,1270.0,2.0,1.0,35.56
12641,Electronic City,2 BHK,1128.0,2.0,1.0,63.5
12642,Electronics City Phase 1,1 BHK,640.0,1.0,1.0,45.0
12643,4th T block Jayanagar,3 BHK,2400.0,3.0,2.0,185.0
12644,TC Palaya,3 Bedroom,1200.0,2.0,0.0,66.0
12645,Kanakapura,2 BHK,1090.0,2.0,2.0,38.15
12646,Electronic City,1 BHK,589.0,1.0,1.0,29.0
12647,Electronic City,2 BHK,1125.0,2.0,1.0,28.13
12648,Kogilu,2 BHK,1140.0,2.0,2.0,50.66
12649,Sarjapur  Road,4 Bedroom,3150.0,4.0,2.0,500.0
12650,Kundalahalli,2 BHK,1315.0,2.0,3.0,74.0
12651,Billamaranahalli,2 Bedroom,300.0,2.0,2.0,150.0
12652,Bellandur,3 BHK,1435.0,2.0,2.0,115.0
12653,Haralur Road,2 BHK,1092.0,2.0,2.0,44.0
12654,Kadugodi,2 BHK,1314.0,2.0,3.0,80.0
12655,Koramangala,2 BHK,1260.0,2.0,1.0,100.0
12656,Srirampura,7 Bedroom,1875.0,5.0,1.0,192.0
12657,Nagarbhavi,2 BHK,1080.0,2.0,1.0,49.0
12658,Nagasandra,8 Bedroom,4000.0,8.0,3.0,160.0
12659,Mysore Road,3 BHK,1082.0,2.0,1.0,45.0
12660,Jakkur,3 BHK,1150.0,3.0,2.0,65.0
12661,Hennur Road,2 BHK,1052.0,2.0,1.0,34.72
12662,Yelahanka,2 BHK,1045.0,2.0,1.0,45.0
12663,Kodigehaali,3 BHK,1442.0,3.0,2.0,80.0
12664,Kaggadasapura,3 BHK,1500.0,2.0,2.0,75.0
12665,Marsur,2 BHK,497.0,1.0,1.0,20.0
12666,Hennur,2 BHK,1255.0,2.0,1.0,53.57
12667,Vajarahalli,3 BHK,1432.0,3.0,2.0,79.0
12668,Kundalahalli,3 Bedroom,2100.0,3.0,2.0,150.0
12669,Hennur Road,2 BHK,1450.0,2.0,2.0,80.0
12670,Sarjapur  Road,2 BHK,1346.0,2.0,1.0,69.61
12671,Kumaraswami Layout,2 BHK,1200.0,2.0,2.0,29.0
12672,Electronic City Phase II,3 BHK,925.0,2.0,1.0,49.82
12673,Dasarahalli,2 BHK,1160.0,2.0,2.0,49.0
12674,Lingadheeranahalli,3 BHK,1768.0,3.0,3.0,81.31
12675,Kothanur,2 BHK,1094.0,2.0,2.0,54.0
12676,Seetharampalya,3 BHK,1500.0,3.0,3.0,90.0
12677,Gubbalala,3 BHK,1745.0,3.0,2.0,130.0
12678,Bommanahalli,7 Bedroom,2875.0,7.0,0.0,85.0
12679,Byadarahalli,4 BHK,3500.0,3.0,3.0,425.0
12680,Sonnenahalli,3 BHK,1550.0,3.0,1.0,50.0
12681,Rajiv Nagar,4 BHK,2340.0,5.0,1.0,160.0
12682,Whitefield,3 BHK,1655.0,3.0,2.0,113.0
12683,Battarahalli,3 BHK,2024.0,3.0,2.0,103.0
12684,Siddapura,4 Bedroom,3100.0,5.0,0.0,425.0
12685,Jalahalli,3 BHK,1575.0,4.0,3.0,100.0
12686,Iblur Village,3 BHK,1920.0,3.0,2.0,130.0
12687,Sarjapur  Road,4 Bedroom,6200.0,4.0,2.0,744.0
12688,Kambipura,3 BHK,1082.0,2.0,1.0,55.0
12689,BTM 2nd Stage,3 BHK,1265.0,2.0,3.0,55.0
12690,Kengeri Satellite Town KHB Apartment,3 BHK,1100.0,2.0,2.0,45.0
12691,Margondanahalli,2 Bedroom,1160.0,2.0,1.0,65.0
12692,Vittasandra,2 BHK,1246.0,2.0,1.0,67.4
12693,Hosa Road,1 BHK,615.0,1.0,1.0,43.08
12694,7th Phase JP Nagar,2 BHK,1128.0,2.0,1.0,60.0
12695,Tirumanahalli,2 BHK,1260.0,2.0,1.0,55.0
12696,Bellandur,3 BHK,1830.0,3.0,3.0,89.89
12697,Sarjapur,3 BHK,1525.0,2.0,2.0,68.0
12698,Yelahanka,1 BHK,602.0,2.0,1.0,30.0
12699,Kumaraswami Layout,7 Bedroom,3000.0,4.0,2.0,400.0
12700,Hegde Nagar,3 BHK,1835.0,3.0,3.0,89.0
12701,Kanakpura Road,3 BHK,1250.0,3.0,3.0,62.6
12702,Subhash Nagar,4 Bedroom,1200.0,4.0,1.0,110.0
12703,Murugeshpalya,3 BHK,1855.0,3.0,3.0,96.0
12704,Kanakpura Road,3 BHK,1450.0,3.0,3.0,60.91
12705,Sarjapur  Road,3 BHK,2089.0,3.0,2.0,148.0
12706,Haralur Road,3 BHK,1464.0,3.0,2.0,56.0
12707,Banashankari Stage VI,4 Bedroom,4800.0,3.0,2.0,200.0
12708,Begur Road,2 BHK,1200.0,2.0,2.0,44.73
12709,Sarjapur,2 BHK,1095.0,2.0,1.0,45.0
12710,Ambedkar Nagar,3 Bedroom,2900.0,3.0,2.0,297.0
12711,BTM 2nd Stage,3 BHK,2500.0,3.0,2.0,345.0
12712,Kothanur,3 BHK,1170.0,3.0,2.0,80.0
12713,6th Phase JP Nagar,2 BHK,1280.0,2.0,1.0,88.0
12714,Rajaji Nagar,2 BHK,1224.0,2.0,0.0,105.0
12715,Thanisandra,3 BHK,1694.0,3.0,1.0,125.0
12716,Electronic City,2 BHK,825.0,2.0,1.0,30.0
12717,Sarjapur  Road,3 BHK,1612.0,3.0,1.0,98.38
12718,Chandapura,2 BHK,985.0,2.0,1.0,25.12
12719,Murugeshpalya,2 BHK,1175.0,2.0,2.0,75.0
12720,Sunkadakatte,1 Bedroom,600.0,1.0,0.0,24.0
12721,Whitefield,3 BHK,1740.0,3.0,3.0,85.0
12722,Carmelaram,3 BHK,1770.0,3.0,2.0,99.0
12723,HAL 2nd Stage,8 Bedroom,1000.0,7.0,3.0,260.0
12724,Horamavu Agara,2 BHK,1090.0,2.0,1.0,46.0
12725,Vasanth nagar,6 Bedroom,2295.0,3.0,0.0,650.0
12726,Whitefield,5 Bedroom,4144.0,5.0,1.0,331.0
12727,Jogupalya,3 BHK,1800.0,3.0,1.0,130.0
12728,Jigani,3 BHK,1221.0,3.0,3.0,65.0
12729,8th Phase JP Nagar,2 BHK,1046.0,2.0,1.0,48.0
12730,Uttarahalli,3 BHK,1290.0,2.0,3.0,56.12
12731,Electronic City Phase II,2 BHK,1065.0,2.0,1.0,30.76
12732,Ambedkar Nagar,3 BHK,1850.0,4.0,2.0,121.0
12733,Battarahalli,2 BHK,1097.0,2.0,1.0,49.0
12734,Kalena Agrahara,2 BHK,1200.0,3.0,2.0,70.0
12735,Varthur,3 BHK,2160.0,3.0,2.0,170.0
12736,Anekal,2 BHK,1140.0,2.0,2.0,52.0
12737,Thigalarapalya,2 BHK,1297.0,2.0,2.0,98.0
12738,Padmanabhanagar,2 BHK,1150.0,2.0,0.0,50.0
12739,Kuvempu Nagar,2 BHK,1375.0,2.0,1.0,45.0
